Campo Formativo,Materia,Grado,Contenido,Proceso de Desarrollo de Aprendizaje (PDA)
De lo humano y lo comunitario,Tecnología,1º,"Materiales, procesos técnicos y comunidad.","Distingue el origen, transformación y características tecnológicas de los materiales que comparten técnicas similares, para utilizarlos desde una perspectiva local, eficiente y sustentable."
De lo humano y lo comunitario,Tecnología,2º,"Materiales, procesos técnicos y comunidad.","Explora el uso y transformación de los materiales, de acuerdo con sus características en los procesos técnicos de distintas comunidades, para prevenir daños sociales o a la naturaleza."
De lo humano y lo comunitario,Tecnología,3º,"Materiales, procesos técnicos y comunidad.","Implementa alternativas a situaciones que, por el origen, transformación, uso o desecho de los materiales, ponen en riesgo el entorno de la comunidad, para favorecer el desarrollo sustentable."
De lo humano y lo comunitario,Tecnología,1º,Usos e implicaciones de la energía en los procesos técnicos.,"Explora las principales fuentes de energía en los procesos técnicos para su uso óptimo, así como las alternativas de prevención de riesgos personales, sociales y naturales."
De lo humano y lo comunitario,Tecnología,2º,Usos e implicaciones de la energía en los procesos técnicos.,"Comprende la función de la energía en los sistemas técnicos y sus implicaciones en el desarrollo tecnológico para la toma de decisiones responsables, que permitan prever y disminuir riesgos personales, sociales y naturales."
De lo humano y lo comunitario,Tecnología,3º,Usos e implicaciones de la energía en los procesos técnicos.,Analiza diversas fuentes de energía en los procesos técnicos para considerar posibles alternativas sustentables en su funcionamiento.
De lo humano y lo comunitario,Tecnología,1º,Factores que inciden en los procesos técnicos.,"Comprende la satisfacción de necesidades como la base de la creación e innovación técnica para reflexionar acerca de la influencia de intereses, prejuicios, estereotipos y aspiraciones, que favorecen o limitan la igualdad de oportunidades, en el desarrollo de procesos técnicos."
De lo humano y lo comunitario,Tecnología,2º,Factores que inciden en los procesos técnicos.,"Analiza factores sociales, económicos, culturales y naturales a tomar en cuenta en la definición de criterios para el desarrollo de soluciones técnicas que mejoran la calidad de vida."
De lo humano y lo comunitario,Tecnología,3º,Factores que inciden en los procesos técnicos.,"Implementa técnicas, procesos o formas de organización en la comunidad, para favorecer la equidad, igualdad, inclusión y la sustentabilidad."
De lo humano y lo comunitario,Tecnología,1º,Procesos técnicos.,"Describe los elementos que interactúan en los sistemas técnicos (formas de organización, medios, materiales, energía, conocimientos, saberes, experiencias) para comprender su vínculo con la sociedad, la cultura y la naturaleza."
De lo humano y lo comunitario,Tecnología,2º,Procesos técnicos.,"Analiza los diferentes sistemas técnicos: artesanales, industriales y automatizados para reconocer sus características y procesos, además de su vínculo con la ciencia, la sociedad, la cultura, la economía y la naturaleza."
De lo humano y lo comunitario,Tecnología,3º,Procesos técnicos.,"Propone e implementa posibles emprendimientos artesanales o fabriles para atender una problemática local, considerando los elementos del sistema técnico, desde una perspectiva sustentable."
De lo humano y lo comunitario,Tecnología,1º,Comunicación y representación técnica.,"Explora la importancia del lenguaje técnico y el consenso en su uso desde diferentes contextos, para proponer formas de representación y comunicar sus ideas."
De lo humano y lo comunitario,Tecnología,2º,Comunicación y representación técnica.,"Elabora representaciones gráficas de sus ideas con respecto a la operación, funcionamiento y diseño de las producciones técnicas, para ampliar las posibilidades de comunicación."
De lo humano y lo comunitario,Tecnología,3º,Comunicación y representación técnica.,"Difunde por diversos medios el funcionamiento y operación de sus proyectos, para dar a conocer sus alcances a distintas personas."
De lo humano y lo comunitario,Tecnología,1º,Pensamiento estratégico y creativo en la resolución de problemas.,"Analiza necesidades del entorno cercano para plantear un problema, investigar alternativas de solución y seleccionar la que mejor se adapte a los criterios y condiciones contextuales."
De lo humano y lo comunitario,Tecnología,2º,Pensamiento estratégico y creativo en la resolución de problemas.,"Planifica y organiza acciones, medios técnicos e insumos, para el desarrollo de alternativas de solución a diversos problemas identificados."
De lo humano y lo comunitario,Tecnología,3º,Pensamiento estratégico y creativo en la resolución de problemas.,"Implementa, da seguimiento y evalúa las propuestas conforme a los criterios y condiciones establecidas en un plan para satisfacer las necesidades o intereses identificados."
De lo humano y lo comunitario,Tecnología,1º,Evaluación de sistemas tecnológicos.,"Comprende la importancia de la evaluación de los procesos como parte de la innovación y mejora continua, para el logro de la eficiencia, eficacia, fiabilidad y factibilidad de los sistemas técnicos."
De lo humano y lo comunitario,Tecnología,2º,Evaluación de sistemas tecnológicos.,"Analiza las implicaciones de los procesos, productos o servicios en la naturaleza y la sociedad, para desarrollar sistemas técnicos sustentables."
De lo humano y lo comunitario,Tecnología,3º,Evaluación de sistemas tecnológicos.,"Participa en la evaluación interna y externa de sistemas tecnológicos para mejorar su eficiencia, eficacia, fiabilidad y factibilidad desde un enfoque sustentable."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,"Formas de ser, pensar, actuar y relacionarse.","Reconoce ideas, gustos, necesidades, posibilidades, intereses, deseos y experiencias, para favorecer el autoconocimiento y descubrimiento de nuevas potencialidades."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,"Formas de ser, pensar, actuar y relacionarse.","Analiza las formas de ser, pensar, actuar e interactuar, para comprender las diversas maneras de vivenciar situaciones cotidianas y lograr el bienestar personal y social."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,"Formas de ser, pensar, actuar y relacionarse.","Promueve el entendimiento mutuo y la toma de decisiones, considerando formas de ser, pensar, actuar y relacionarse ante diferentes situaciones y contextos, para lograr un mayor bienestar personal y social."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Los sentimientos y su influencia en la toma de decisiones.,"Distingue entre emociones, estados de ánimo y sentimientos como elementos que contribuyen a la construcción de relaciones afectivas inclusivas y equitativas."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Los sentimientos y su influencia en la toma de decisiones.,Reconoce que los sentimientos son resultado de las vivencias y la cultura.
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,Los sentimientos y su influencia en la toma de decisiones.,"Reflexiona sobre cómo los sentimientos se construyen a partir de ideas y experiencias, para la toma de decisiones asertivas."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,Los sentimientos y su influencia en la toma de decisiones.,Gestiona los afectos para tomar decisiones asertivas y construir relaciones de convivencia inclusivas y equitativas.
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Construcción del proyecto de vida.,"Reconoce cambios presentes a lo largo de la vida y en la adolescencia para definir metas personales y en colectivo, a alcanzar en un corto, mediano y largo plazo."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Construcción del proyecto de vida.,"Valora metas individuales y de otras personas a partir de identificar situaciones y formas de actuar que las afectan, para favorecer su logro y el bienestar colectivo."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,Construcción del proyecto de vida.,"Analiza intereses y necesidades, así como logros y metas personales y compartidas de acuerdo con conocimientos, capacidades y habilidades desarrolladas hasta el momento para proponer ideas acerca de un proyecto de vida personal."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,Construcción del proyecto de vida.,"Replantea sus metas a partir del análisis de logros y situaciones afrontadas, para favorecer el bienestar personal y comunitario."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,Construcción del proyecto de vida.,"Visualiza un proyecto de vida para determinar posibles retos a superar, estrategias de apoyo mutuo y acciones a realizar en favor del bienestar personal y colectivo."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,Construcción del proyecto de vida.,"Reconoce nuevos intereses, habilidades y necesidades, propias y de las demás personas, con la finalidad de replantear metas individuales y grupales en favor del bienestar común."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Prevención de situaciones de riesgo.,"Participa en la construcción de alternativas personales, familiares y comunitarias, que favorezcan la prevención de situaciones de riesgo ante accidentes, adicciones, formas de violencia y fenómenos naturales, para lograr el bien común."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,Prevención de situaciones de riesgo.,"Incorpora prácticas que inciden en la prevención de situaciones de riesgo ante accidentes, adicciones, formas de violencia y fenómenos naturales, para favorecer el desarrollo personal, familiar y comunitario, así como el cuidado del medio ambiente."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,Prevención de situaciones de riesgo.,"Reflexiona sobre las condiciones del contexto familiar y comunitario que representan situaciones de riesgo a la salud, a la seguridad y al medio ambiente para el autocuidado y el bienestar colectivo."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,1º,Educación Integral en Sexualidad.,"Identifica las dimensiones de la sexualidad: biológica, psicológica, social, cultural, entre otras, en distintos momentos de su vida, para establecer relaciones en favor del bienestar."
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,2º,Educación Integral en Sexualidad.,Valora la identidad y la diversidad de formas de expresión de género para comprender la manera en que favorece la interacción con las personas y el desarrollo integral.
De lo humano y lo comunitario,Tutoría / Educación Socioemocional,3º,Educación Integral en Sexualidad.,Promueve estrategias en favor de una educación integral en sexualidad para incorporarlas permanentemente en su proyecto de vida.
De lo humano y lo comunitario,Educación Física,1º,"Capacidades, habilidades y destrezas motrices.","Explora las capacidades, habilidades y destrezas motrices, para enriquecer y ampliar el potencial propio y de las demás personas."
De lo humano y lo comunitario,Educación Física,1º,"Capacidades, habilidades y destrezas motrices.","Pone en práctica los elementos de la condición física en actividades motrices y recreativas, para reconocerlas como alternativas que fomentan el bien-estar individual y colectivo."
De lo humano y lo comunitario,Educación Física,2º,"Capacidades, habilidades y destrezas motrices.","Integra sus capacidades, habilidades y destrezas motrices, para poner a prueba el potencial individual y de conjunto."
De lo humano y lo comunitario,Educación Física,2º,"Capacidades, habilidades y destrezas motrices.","Analiza el incremento de su condición física, al participar en actividades recreativas, de iniciación deportiva y deporte educativo, para reflexionar acerca de su relación con el bienestar."
De lo humano y lo comunitario,Educación Física,3º,"Capacidades, habilidades y destrezas motrices.","Valora las capacidades, habilidades y destrezas propias y de las demás personas, para mostrar mayor disponibilidad corporal y autonomía motriz."
De lo humano y lo comunitario,Educación Física,3º,"Capacidades, habilidades y destrezas motrices.","Diseña, organiza y participa en actividades recreativas, de iniciación deportiva y deporte educativo, con la intención de fomentar el bien-estar personal y social."
De lo humano y lo comunitario,Educación Física,1º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Explora las capacidades, habilidades y destrezas motrices, para enriquecer y ampliar el potencial propio y de las demás personas."
De lo humano y lo comunitario,Educación Física,1º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Pone en práctica los elementos de la condición física en actividades motrices y recreativas, para reconocerlas como alternativas que fomentan el bien-estar individual y colectivo."
De lo humano y lo comunitario,Educación Física,2º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Integra sus capacidades, habilidades y destrezas motrices, para poner a prueba el potencial individual y de conjunto."
De lo humano y lo comunitario,Educación Física,2º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Analiza el incremento de su condición física, al participar en actividades recreativas, de iniciación deportiva y deporte educativo, para reflexionar acerca de su relación con el bienestar."
De lo humano y lo comunitario,Educación Física,3º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Valora las capacidades, habilidades y destrezas propias y de las demás personas, para mostrar mayor disponibilidad corporal y autonomía motriz."
De lo humano y lo comunitario,Educación Física,3º,"Potencialidades cognitivas, expresivas, motrices, creativas y de relación.","Diseña, organiza y participa en actividades recreativas, de iniciación deportiva y deporte educativo, con la intención de fomentar el bien-estar personal y social."
De lo humano y lo comunitario,Educación Física,1º,Estilos de vida activos y saludables.,"Implementa acciones que le permiten mantenerse físicamente activo en diferentes momentos del día, para favorecer la práctica de estilos de vida saludables."
De lo humano y lo comunitario,Educación Física,2º,Estilos de vida activos y saludables.,"Reflexiona acerca de los factores que afectan la práctica sistemática de actividad física, para proponer acciones que contribuyan a modificarlos o eliminarlos."
De lo humano y lo comunitario,Educación Física,3º,Estilos de vida activos y saludables.,"Diseña alternativas que fomenten la práctica de estilos de vida activos y saludables, a partir del análisis de comportamientos que ponen en riesgo la salud, para hacer frente a problemas asociados con el sedentarismo."
De lo humano y lo comunitario,Educación Física,1º,"Pensamiento lúdico, estratégico y creativo.","Toma decisiones individuales y colectivas en situaciones de juego (defensivas u ofensivas), con el propósito de valorar su efectividad."
De lo humano y lo comunitario,Educación Física,2º,"Pensamiento lúdico, estratégico y creativo.","Valora las estrategias de juego que utiliza ante distintas condiciones que se presentan, para reestructurarlas e incrementar su efectividad."
De lo humano y lo comunitario,Educación Física,3º,"Pensamiento lúdico, estratégico y creativo.",Emplea el pensamiento estratégico para favorecer la colaboración y creatividad en la resolución de situaciones individuales y colectivas.
De lo humano y lo comunitario,Educación Física,1º,Interacción motriz.,"Pone a prueba la interacción motriz en situaciones de juego, iniciación deportiva y deporte educativo, con el fin de alcanzar metas comunes y obtener satisfacción al colaborar con las demás personas."
De lo humano y lo comunitario,Educación Física,2º,Interacción motriz.,"Toma decisiones a favor de la participación colectiva en situaciones de juego, iniciación deportiva y deporte educativo, para promover ambientes de aprendizaje y actitudes asertivas."
De lo humano y lo comunitario,Educación Física,3º,Interacción motriz.,"Promueve relaciones asertivas con las demás personas en situaciones de juego, iniciación deportiva y deporte educativo, para fortalecer su autoestima y fomentar el juego limpio y la confrontación lúdica."
